# purchases.txt
# Format: timestamp|student_id|product|qty|unit_price_eur
2025-02-25T15:07:00|100779|Borraccia|2|216.58
2025-01-11T00:10:00|100470|Notebook|3|154.06
2025-12-15T13:51:00|100688|Zaino|4|15.76
2025-03-25T08:36:00|100343|Webcam|1|22.76
2025-08-28T17:22:00|100039|Mouse|1|19.89
2025-04-21T13:46:00|100430|Notebook|1|113.34
2025-04-09T07:26:00|100411|Cuffie|2|148.93
2025-12-08T15:35:00|100932|Cuffie|4|190.66
2025-05-29T09:03:00|100226|Cuffie|3|114.13
2025-06-01T01:52:00|100367|Webcam|1|134.03
2025-03-20T19:53:00|100291|Libro|4|106.48
2025-03-08T19:24:00|100838|Borraccia|4|57.13
2025-10-29T04:37:00|100649|Monitor|3|150.94
2025-06-25T03:26:00|100832|Tastiera|1|193.47
2025-03-09T01:09:00|100966|Webcam|2|180.72
2025-10-25T04:31:00|100434|Cuffie|2|172.42
2025-04-14T17:24:00|100318|Monitor|3|61.73
2025-05-02T12:51:00|100738|Webcam|2|67.37
2025-01-30T00:31:00|100831|Notebook|2|9.47
2025-10-13T03:22:00|100681|Notebook|1|70.4
2025-10-02T20:22:00|100809|Notebook|3|23.49
2025-01-18T20:57:00|100573|Cuffie|3|49.82
2025-04-15T15:18:00|100508|Mouse|4|210.19
2025-05-29T02:15:00|100748|Notebook|2|217.5
2025-08-22T13:05:00|100921|Monitor|2|87.0
2025-05-27T12:45:00|100832|Notebook|1|200.02
2025-02-11T17:46:00|100740|Notebook|1|118.16
2025-06-21T07:21:00|100068|SSD|4|117.02
2025-01-03T22:04:00|100829|Borraccia|1|42.3
2025-06-18T06:44:00|100344|Borraccia|1|77.05
2025-05-12T04:40:00|100640|Notebook|2|15.61
2025-07-11T11:43:00|100724|Zaino|4|94.69
2025-03-06T19:00:00|100249|Monitor|4|41.63
2025-01-19T08:13:00|100525|Mouse|2|216.78
2025-11-09T18:52:00|100533|Mouse|3|188.41
2025-08-10T01:03:00|100799|Webcam|3|170.36
2025-01-04T01:27:00|100893|Cuffie|2|20.83
2025-03-06T14:45:00|100038|Cuffie|2|149.98
2025-06-28T09:04:00|100009|Libro|4|111.9
2025-05-29T00:14:00|100620|Webcam|3|215.43
2025-03-11T06:22:00|100572|Libro|1|165.6
2025-04-13T05:28:00|100684|Monitor|2|106.99
2025-10-25T13:40:00|100752|Cuffie|1|167.86
2025-03-17T22:50:00|100416|Webcam|4|107.97
2025-03-13T21:48:00|100522|Webcam|4|90.6
2025-04-02T13:10:00|100674|SSD|2|92.97
2025-06-22T07:40:00|100443|SSD|3|10.28
2025-10-17T01:33:00|100901|Tastiera|4|203.73
2025-05-06T12:07:00|100607|Tastiera|2|96.4
2025-11-14T01:50:00|100455|SSD|1|127.52
2025-05-23T02:54:00|100459|Monitor|1|209.16
2025-08-25T21:25:00|100174|Tastiera|1|104.72
2025-06-26T10:24:00|100828|Cuffie|1|34.15
2025-09-06T22:22:00|100638|Webcam|4|104.94
2025-11-13T05:48:00|100331|Libro|4|86.74
2025-01-19T11:48:00|100563|Zaino|3|211.31
2025-01-19T06:33:00|100325|Notebook|1|202.47
2025-08-01T03:59:00|100128|Webcam|1|196.77
2025-10-10T12:36:00|100338|Webcam|2|127.91
2025-04-12T14:30:00|100605|Cuffie|4|80.45
2025-03-09T22:01:00|100548|SSD|4|22.26
2025-03-25T10:55:00|100862|Borraccia|4|13.47
2025-09-21T05:59:00|100793|Notebook|1|159.46
2025-05-15T01:15:00|100269|Borraccia|2|117.41
2025-11-22T23:29:00|100575|Webcam|3|142.48
2025-02-06T14:08:00|100642|Zaino|1|171.4
2025-05-24T04:26:00|100019|Mouse|1|162.18
2025-04-20T12:08:00|100349|Notebook|1|143.41
2025-10-13T08:38:00|100856|Notebook|4|64.18
2025-01-18T01:12:00|100412|Libro|3|37.09
2025-05-13T05:58:00|100166|Zaino|2|92.74
2025-06-03T20:21:00|100841|Mouse|1|87.65
2025-01-31T19:20:00|100014|Webcam|2|9.26
2025-04-10T10:32:00|100832|Borraccia|2|199.51
2025-11-05T16:45:00|100143|Borraccia|4|83.15
2025-12-09T06:23:00|100968|Borraccia|1|154.92
2025-08-27T04:18:00|100507|Mouse|3|70.59
2025-09-25T22:09:00|100923|Monitor|4|59.98
2025-10-05T08:29:00|100556|Webcam|2|82.81
2025-08-10T15:32:00|100260|Cuffie|2|59.69
2025-02-18T02:09:00|100288|Monitor|4|197.71
2025-11-02T07:38:00|100363|SSD|2|148.25
2025-07-15T05:50:00|100519|Zaino|3|125.74
2025-06-16T19:47:00|100678|Cuffie|4|140.45
2025-10-31T14:42:00|100853|Webcam|2|98.35
2025-10-13T12:21:00|100850|Borraccia|3|56.67
2025-01-22T16:01:00|100882|Webcam|4|83.46
2025-12-10T07:18:00|100005|SSD|3|57.4
2025-10-25T19:17:00|100790|Libro|2|146.23
2025-07-03T16:54:00|100308|Zaino|4|219.32
2025-09-03T21:17:00|100888|SSD|1|81.55
2025-08-11T20:46:00|100327|Notebook|3|218.82
2025-01-24T13:09:00|100611|Tastiera|3|91.19
2025-05-01T14:48:00|100751|Notebook|1|103.45
2025-07-24T11:43:00|100177|Libro|2|126.94
2025-12-07T17:06:00|100458|Zaino|4|200.0
2025-08-18T12:20:00|100277|Cuffie|1|56.96
2025-01-22T03:25:00|100065|Monitor|2|77.04
2025-09-14T01:02:00|100113|Cuffie|1|150.47
2025-01-04T21:01:00|100308|Cuffie|1|146.46
2025-03-10T22:29:00|100320|Zaino|3|53.8
2025-02-17T11:14:00|100143|Webcam|3|170.93
2025-06-19T15:56:00|100845|Zaino|4|138.39
2025-08-30T01:51:00|100193|Mouse|1|29.01
2025-06-24T08:50:00|100673|Cuffie|1|64.08
2025-05-02T20:15:00|100411|Cuffie|2|195.26
2025-07-12T17:05:00|100153|SSD|4|185.71
2025-10-05T06:17:00|100928|Tastiera|3|28.87
2025-02-07T13:15:00|100537|Cuffie|4|53.04
2025-05-21T11:06:00|100568|Cuffie|3|67.9
2025-02-28T18:25:00|100266|Monitor|1|176.61
2025-03-01T04:27:00|100599|Zaino|3|25.16
2025-12-14T09:49:00|100682|Borraccia|3|183.19
2025-08-17T00:12:00|100774|Zaino|4|155.19
2025-11-01T14:57:00|100139|Webcam|2|121.92
2025-03-20T17:22:00|100426|Webcam|2|58.2
2025-07-02T12:12:00|100395|Mouse|2|186.86
2025-08-20T12:01:00|100851|Webcam|3|212.11
2025-05-02T18:47:00|100780|Monitor|3|194.84
2025-05-07T21:22:00|100772|Monitor|1|115.44
2025-03-28T15:25:00|100524|Webcam|4|39.35
2025-02-13T10:46:00|100435|Libro|2|23.02
2025-11-11T12:47:00|100247|Notebook|2|203.43
2025-09-03T00:29:00|100973|Mouse|4|165.12
2025-02-13T12:37:00|100319|Cuffie|1|158.14
2025-04-15T08:17:00|100940|Tastiera|4|99.75
2025-03-15T02:53:00|100971|Tastiera|2|65.29
2025-06-17T04:43:00|100848|SSD|1|71.34
2025-09-08T22:34:00|100871|Mouse|3|144.8
2025-02-11T23:22:00|100149|Cuffie|2|91.16
2025-09-25T00:59:00|100048|Tastiera|2|173.87
2025-06-23T07:25:00|100110|Zaino|3|33.49
2025-09-21T19:07:00|100786|Cuffie|4|86.4
2025-05-15T21:42:00|100621|Libro|1|28.69
2025-08-30T12:45:00|100300|Libro|1|165.92
2025-07-08T18:10:00|100199|Mouse|2|144.08
2025-07-01T10:53:00|100447|Libro|3|53.38
2025-03-03T21:43:00|100908|Notebook|2|147.86
2025-12-19T15:10:00|100496|Mouse|1|73.95
2025-10-25T10:19:00|100151|Libro|1|208.98
2025-12-07T21:38:00|100620|Tastiera|4|199.2
2025-09-05T17:14:00|100829|Mouse|4|50.93
2025-04-29T02:19:00|100522|Mouse|4|35.37
2025-03-03T01:11:00|100762|Notebook|4|54.15
2025-04-24T15:39:00|100161|Mouse|2|90.37
2025-02-25T07:44:00|100806|Cuffie|4|51.83
2025-12-02T15:59:00|100446|Webcam|1|171.17
2025-09-19T17:42:00|100141|Libro|4|109.77
2025-11-19T05:44:00|100659|Borraccia|3|187.85
2025-03-01T07:08:00|100383|Zaino|1|59.67
2025-08-20T17:53:00|100053|Notebook|2|6.26
2025-10-03T01:30:00|100761|SSD|2|125.5
2025-01-26T05:57:00|100909|Zaino|3|142.16
2025-02-10T14:15:00|100175|Libro|3|113.14
2025-11-26T21:34:00|100780|Monitor|1|56.11
2025-02-04T22:32:00|100279|Notebook|2|63.73
2025-12-01T17:46:00|100696|Cuffie|3|139.47
2025-04-17T18:57:00|100246|Monitor|1|14.6
2025-06-27T16:59:00|100851|SSD|2|100.98
2025-02-22T12:32:00|100050|Cuffie|1|57.39
2025-07-24T19:38:00|100385|Notebook|1|122.28
2025-04-27T14:39:00|100153|Notebook|1|55.53
2025-05-04T10:31:00|100371|Zaino|2|11.78
2025-05-24T18:35:00|100702|Mouse|4|117.44
2025-10-27T16:03:00|100228|Monitor|1|56.08
2025-03-04T22:08:00|100665|Webcam|2|163.73
2025-01-10T12:43:00|100478|SSD|3|144.32
2025-11-09T07:01:00|100494|Tastiera|1|14.19
2025-09-15T19:24:00|100133|Mouse|3|155.23
2025-03-14T22:47:00|100800|Notebook|4|201.36
2025-11-29T22:19:00|100117|Monitor|2|62.83
2025-09-24T06:03:00|100893|Notebook|3|27.4
2025-06-08T02:57:00|100470|Notebook|3|22.4
2025-03-22T12:38:00|100904|Libro|1|138.78
2025-08-10T15:36:00|100371|Borraccia|3|95.37
2025-12-11T11:28:00|100146|Libro|4|78.99
2025-10-11T22:44:00|100843|Mouse|2|102.51
2025-12-30T08:12:00|100081|Zaino|4|100.92
2025-03-27T00:59:00|100705|SSD|4|166.27
2025-11-07T06:53:00|100247|Libro|3|91.17
2025-04-09T06:04:00|100760|Monitor|4|203.59
2025-11-18T04:22:00|100557|Zaino|1|85.03
2025-12-27T08:35:00|100213|Webcam|1|47.05
2025-12-15T06:38:00|100766|Borraccia|1|40.66
2025-04-13T03:00:00|100223|Borraccia|4|211.7
2025-08-09T04:32:00|100305|Monitor|4|42.82
2025-11-06T06:31:00|100210|Zaino|1|68.82
2025-03-22T18:15:00|100074|Webcam|4|172.51
2025-08-06T11:15:00|100179|Mouse|3|44.9
2025-06-15T10:59:00|100116|Libro|4|217.93
2025-11-04T06:12:00|100213|Monitor|3|108.03
2025-07-02T13:28:00|100398|Cuffie|4|120.81
2025-10-10T12:02:00|100608|SSD|4|204.3
2025-06-07T22:44:00|100387|SSD|2|5.64
2025-07-22T23:42:00|100555|Zaino|4|151.83
2025-06-16T05:44:00|100412|Zaino|1|169.58
2025-05-13T05:23:00|100765|Tastiera|1|147.18
2025-05-03T10:11:00|100495|Notebook|4|75.91
2025-06-12T18:09:00|100287|Mouse|1|200.19
2025-02-06T15:42:00|100387|Tastiera|1|22.62
2025-11-26T05:22:00|100175|Tastiera|2|65.36
2025-04-01T16:24:00|100532|Zaino|1|23.81
2025-03-25T12:00:00|100458|Libro|4|145.18
2025-12-17T04:37:00|100343|Webcam|3|184.02
2025-12-14T17:18:00|100916|Borraccia|4|139.22
2025-02-11T18:03:00|100324|Tastiera|2|27.89
2025-04-01T19:13:00|100114|Borraccia|4|174.96
2025-11-01T08:29:00|100365|SSD|1|123.87
2025-03-16T14:40:00|100964|Notebook|4|21.55
2025-06-04T04:01:00|100648|Cuffie|4|190.24
2025-03-11T07:13:00|100418|Zaino|1|41.16
2025-12-03T00:31:00|100979|Cuffie|3|101.46
2025-05-10T22:55:00|100763|Monitor|1|94.99
2025-08-11T11:48:00|100624|Monitor|2|109.92
2025-02-22T01:20:00|100091|Libro|2|117.99
2025-02-09T07:53:00|100402|SSD|2|155.01
2025-03-25T05:17:00|100782|Zaino|1|112.41
2025-11-07T13:12:00|100506|Cuffie|2|176.0
2025-05-06T09:23:00|100118|Monitor|2|177.53
2025-05-22T22:36:00|100432|Mouse|2|21.53
2025-08-29T05:04:00|100275|Libro|1|167.18
2025-02-03T09:34:00|100318|Libro|1|57.17
2025-04-30T06:36:00|100616|Cuffie|3|84.89
2025-08-31T17:59:00|100516|Zaino|3|154.39
2025-06-21T00:47:00|100697|Libro|1|37.93
2025-07-23T02:17:00|100751|Zaino|2|36.28
2025-08-23T22:05:00|100796|Cuffie|1|99.16
2025-07-18T15:17:00|100072|Libro|2|74.37
2025-02-18T22:52:00|100645|Borraccia|4|191.54
2025-05-12T01:03:00|100927|Mouse|2|156.93
2025-10-23T20:08:00|100831|Notebook|1|154.69
2025-10-16T02:00:00|100239|Libro|3|81.97
2025-03-13T10:52:00|100845|Zaino|3|73.44
2025-03-10T15:33:00|100322|Monitor|2|171.84
2025-06-26T19:34:00|100009|Webcam|4|117.08
2025-09-04T05:17:00|100794|Libro|1|144.88
2025-11-09T11:11:00|100713|Borraccia|3|194.61
2025-12-05T19:12:00|100139|Borraccia|1|125.92
2025-05-09T09:03:00|100720|Mouse|4|108.94
2025-05-18T08:43:00|100337|Mouse|4|91.1
2025-02-17T04:58:00|100069|Zaino|2|212.04
2025-12-09T22:02:00|100197|Monitor|4|11.19
2025-04-10T10:15:00|100124|Webcam|2|156.92
2025-01-09T11:49:00|100724|Tastiera|3|33.51
2025-05-06T07:48:00|100662|Tastiera|3|25.22
2025-06-17T11:23:00|100831|Notebook|4|149.85
2025-06-29T04:45:00|100190|Zaino|4|72.22
2025-01-11T19:56:00|100097|SSD|1|144.49
2025-08-15T01:42:00|100298|Borraccia|2|68.75
2025-07-17T11:43:00|100160|Notebook|2|154.02
2025-06-28T11:34:00|100828|Cuffie|1|155.01
2025-08-13T08:34:00|100450|Monitor|3|155.83
2025-03-08T11:55:00|100121|SSD|4|146.33
2025-09-03T06:22:00|100427|Borraccia|1|136.73
2025-07-27T20:51:00|100106|Borraccia|4|80.58
2025-02-17T15:08:00|100919|Zaino|4|13.37
2025-08-15T19:55:00|100851|Tastiera|3|185.34
2025-03-10T07:12:00|100701|Libro|1|114.34
2025-05-11T17:42:00|100395|Mouse|1
2025-05-26T16:51:00|100326|Monitor|3|137.55
2025-05-13T07:22:00|100768|Libro|2|12.58
2025-05-08T09:36:00|100248|Webcam|4|157.89
2025-11-12T11:25:00|100598|Monitor|2|171.7
2025-09-10T23:48:00|100240|Zaino|4|25.05
2025-07-02T09:54:00|100096|Mouse|2|135.9
2025-01-13T03:51:00|100856|Libro|2|173.44
2025-08-11T19:45:00|100130|Borraccia|2|68.22
2025-10-03T23:34:00|100435|Tastiera|2|63.08
2025-05-20T15:28:00|100207|Borraccia|2|209.74
2025-07-07T17:35:00|100214|Webcam|3|27.04
2025-10-05T22:48:00|100447|Libro|3|162.31
2025-11-13T20:11:00|100795|Cuffie|3|42.78
2025-07-01T17:09:00|100745|SSD|2|87.5
2025-04-08T13:58:00|100568|Cuffie|3|9.48
2025-07-16T04:54:00|100210|Cuffie|1|129.19
2025-09-11T07:11:00|100168|SSD|3|135.89
2025-12-16T13:41:00|100864|Notebook|2|127.4
2025-11-04T14:06:00|100291|Cuffie|2|74.38
2025-03-12T07:55:00|100860|Webcam|4|75.55
2025-07-08T15:36:00|100469|Mouse|2|5.97
2025-09-06T01:49:00|100281|Tastiera|4|50.64
2025-07-20T09:58:00|100292|Libro|4|148.4
2025-11-13T02:22:00|100441|Webcam|3|103.25
2025-10-25T20:30:00|100718|Mouse|4|155.56
2025-01-17T12:49:00|100894|Monitor|1|23.28
2025-07-10T06:53:00|100637|Webcam|1|22.37
2025-06-06T19:31:00|100818|SSD|3|176.17
2025-11-23T13:54:00|100106|Cuffie|4|108.29
2025-09-19T09:10:00|100429|Monitor|3|5.01
2025-09-04T23:19:00|100079|SSD|4|207.89
2025-03-12T04:21:00|100394|Webcam|3|61.06
2025-05-12T21:59:00|100210|Borraccia|2|213.48
2025-09-26T06:10:00|100626|Monitor|3|9.01
2025-07-22T22:34:00|100332|Notebook|3|173.03
2025-10-25T19:33:00|100878|Libro|2|109.16
2025-08-15T16:47:00|100047|Tastiera|3|198.77
2025-11-13T19:46:00|100074|Webcam|2|198.39
2025-11-21T21:13:00|100128|Borraccia|1|186.56
2025-08-29T22:49:00|100058|Zaino|3|192.33
2025-12-24T12:08:00|100439|Tastiera|4|193.03
2025-08-08T09:48:00|100527|Mouse|4|168.53
2025-07-01T22:01:00|100530|Borraccia|2|168.13
2025-10-24T20:24:00|100881|SSD|1|149.3
2025-05-23T22:56:00|100331|SSD|3|52.46
2025-03-03T22:08:00|100023|Mouse|2|99.44
2025-10-03T03:03:00|100616|Cuffie|1|212.87
2025-06-02T01:59:00|100002|Borraccia|3|36.7
2025-12-23T22:34:00|100471|Cuffie|4|168.18
2025-02-05T20:21:00|100913|Zaino|4|75.42
2025-04-18T03:26:00|100053|Zaino|4|51.36
2025-08-10T17:33:00|100697|Borraccia|2|140.21
2025-07-08T07:45:00|100413|SSD|4|165.65
2025-06-28T10:47:00|100239|Mouse|1|149.97
2025-04-20T22:51:00|100201|Zaino|3|99.55
2025-11-04T09:22:00|100091|Webcam|1|101.43
2025-06-10T09:59:00|100859|Mouse|4|69.81
2025-09-18T12:45:00|100473|Webcam|4|42.21
2025-10-29T10:01:00|100912|Tastiera|4|57.68
2025-10-14T01:55:00|100456|SSD|3|154.77
2025-12-22T23:08:00|100834|Webcam|3|173.46
2025-09-30T21:57:00|100628|Borraccia|3|144.76
2025-07-28T01:16:00|100860|SSD|3|34.74
2025-09-16T05:04:00|100869|Zaino|4|166.23
2025-07-05T02:36:00|100900|Notebook|2|107.38
2025-12-06T11:14:00|100430|SSD|4|65.5
2025-07-13T09:37:00|100894|Tastiera|1|211.03
2025-12-16T20:55:00|100432|Webcam|3|22.31
2025-11-21T11:35:00|100360|Zaino|3|23.98
2025-08-20T05:33:00|100773|Webcam|2|145.12
2025-06-01T18:22:00|100061|Libro|1|174.58
2025-02-04T04:50:00|100585|Borraccia|1|176.21
2025-09-29T15:40:00|100408|Cuffie|2|57.07
2025-07-31T20:56:00|100740|Borraccia|3|57.5
2025-09-01T04:53:00|100671|Monitor|3|57.89
2025-05-12T14:51:00|100936|Zaino|2|207.42
2025-11-10T07:57:00|100033|Notebook|1|60.95
2025-01-22T09:07:00|100876|Libro|1|20.08
2025-06-29T02:40:00|100835|Borraccia|3|182.26
2025-02-26T23:35:00|100081|Libro|4|184.21
2025-02-28T20:12:00|100089|SSD|1|151.81
2025-08-21T02:22:00|100515|Zaino|4|174.32
2025-07-21T19:21:00|100412|Monitor|1|72.07
2025-08-12T10:56:00|100482|Webcam|4|203.51
2025-10-25T16:39:00|100524|Webcam|1|65.34
2025-12-03T10:18:00|100751|Libro|4|90.98
2025-10-07T12:23:00|100561|Tastiera|1|164.18
2025-04-08T07:15:00|100378|Monitor|3|215.26
2025-10-01T08:19:00|100018|SSD|1|64.39
2025-04-30T19:21:00|100719|Zaino|2|5.78
2025-05-12T18:07:00|100589|Tastiera|4|95.9
2025-07-28T10:14:00|100876|Notebook|3|64.82
2025-12-17T17:12:00|100697|Zaino|4|42.57
2025-04-24T14:42:00|100069|Borraccia|1|81.23
2025-06-07T19:47:00|100897|Mouse|4|85.86
2025-08-13T20:24:00|100497|Borraccia|4|191.54
2025-06-05T14:11:00|100566|Libro|1|59.47
2025-12-31T16:07:00|100348|Tastiera|3|102.87
2025-08-09T13:37:00|100848|Tastiera|1|45.42
2025-07-11T10:44:00|100289|Mouse|1|204.95
2025-05-02T13:30:00|100939|Zaino|4|143.71
2025-09-18T13:07:00|100085|SSD|4|93.93
2025-12-29T03:58:00|100491|Borraccia|1|48.81
2025-05-29T13:23:00|100941|Cuffie|1|113.68
2025-05-18T03:45:00|100009|Tastiera|3|115.54
2025-05-23T18:16:00|100274|Monitor|3|119.92
2025-02-27T12:29:00|100358|Zaino|3|142.1
2025-03-28T22:24:00|100501|SSD|3|78.9
2025-02-12T11:37:00|100829|Libro|3|156.76
2025-02-25T15:46:00|100939|Tastiera|4|76.01
2025-03-22T20:54:00|100386|Webcam|3|167.95
2025-05-10T19:32:00|100221|SSD|2|207.63
2025-03-13T00:57:00|100602|Zaino|3|119.49
2025-03-09T02:34:00|100561|Notebook|1|218.44
2025-02-17T16:29:00|100839|Borraccia|4|45.65
2025-04-03T21:50:00|100721|Libro|2|72.03
2025-04-25T15:31:00|100106|Libro|3|128.46
2025-06-26T16:05:00|100782|Notebook|1|42.28
2025-08-18T06:26:00|100159|Webcam|2|68.47
2025-03-05T19:09:00|100303|Monitor|1|47.28
2025-03-03T09:20:00|100341|Cuffie|3|47.09
2025-02-09T15:15:00|100976|Mouse|3|53.04
2025-05-19T13:09:00|100061|Borraccia|3|7.21
2025-11-18T10:10:00|100546|Mouse|1|197.15
2025-10-24T21:30:00|100370|Libro|3|147.68
2025-08-17T03:39:00|100328|Webcam|4|164.41
2025-11-12T00:31:00|100244|Borraccia|3|217.41
2025-08-10T09:22:00|100123|SSD|2|133.49
2025-03-13T21:34:00|100145|Monitor|3|78.37
2025-02-10T10:31:00|100427|Borraccia|1|206.01
2025-03-17T07:41:00|100024|Monitor|1|202.31
2025-10-06T19:42:00|100657|Monitor|1|8.71
2025-04-07T18:06:00|100164|Borraccia|2|177.01
2025-04-01T06:16:00|100415|SSD|2|94.74
2025-04-03T01:03:00|100156|Mouse|4|81.51
2025-10-21T03:21:00|100175|Monitor|4|210.24
2025-01-23T12:37:00|100542|Zaino|3|111.76
2025-03-05T05:04:00|100764|Notebook|1|79.23
2025-06-18T02:26:00|100143|Cuffie|4|32.84
2025-04-07T22:33:00|100565|Webcam|1|156.24
2025-04-26T07:30:00|100150|Notebook|1|211.44
2025-12-04T16:47:00|100935|Borraccia|3|137.37
2025-04-05T03:15:00|100261|Zaino|4|206.94
2025-04-16T17:39:00|100625|Cuffie|1|68.48
2025-05-16T23:14:00|100923|Notebook|3|150.53
2025-01-18T03:08:00|100724|Tastiera|4|8.43
2025-10-05T02:47:00|100045|Borraccia|1|42.3
2025-05-13T19:26:00|100269|Notebook|4|173.38
2025-08-08T02:29:00|100908|Webcam|3|102.0
2025-10-18T23:27:00|100710|Libro|3|13.96
2025-01-18T07:05:00|100264|Mouse|3|98.67
2025-07-09T08:34:00|100210|Notebook|1|198.62
2025-08-29T01:41:00|100643|Cuffie|4|178.13
2025-06-10T22:31:00|100528|SSD|4|119.13
2025-11-19T18:26:00|100746|Monitor|3|96.5
2025-06-23T09:19:00|100076|Zaino|4|146.69
2025-02-08T12:55:00|100427|Tastiera|2|186.32
2025-01-18T02:28:00|100906|Mouse|1|176.86
2025-05-22T06:10:00|100570|Monitor|1|203.25
2025-12-18T07:27:00|100851|Libro|3|148.06
2025-11-22T23:40:00|100925|Mouse|1|51.08
2025-01-13T11:26:00|100213|Cuffie|1|168.38
2025-07-07T00:03:00|100878|SSD|3|161.92
2025-05-04T00:32:00|100974|Libro|3|71.23
2025-03-31T04:43:00|100266|Webcam|1|210.76
2025-06-20T06:14:00|100316|Webcam|2|125.57
2025-09-19T07:37:00|100904|Mouse|4|106.96
2025-02-11T07:50:00|100840|Libro|3|161.67
2025-04-03T03:39:00|100674|Monitor|4|6.68
2025-07-06T15:15:00|100886|SSD|4|180.16
2025-10-29T16:55:00|100855|Cuffie|4|153.08
2025-04-20T00:19:00|100608|Tastiera|3|171.47
2025-05-16T11:05:00|100894|Tastiera|2|159.13
2025-01-02T12:08:00|100779|Mouse|2|38.17
2025-09-30T07:40:00|100215|Notebook|4|198.13
2025-09-07T23:42:00|100438|SSD|3|151.52
2025-11-04T22:04:00|100497|Monitor|4|113.01
2025-10-19T00:56:00|100286|Cuffie|2|108.12
2025-07-16T01:38:00|100752|Borraccia|3|183.65
2025-12-13T04:14:00|100343|Tastiera|1|54.68
2025-05-27T10:53:00|100084|Webcam|3|197.9
2025-08-29T10:51:00|100615|Tastiera|4|64.03
2025-11-30T08:50:00|100989|Borraccia|1|212.9
2025-02-17T04:56:00|100723|Borraccia|4|152.04
2025-04-25T06:51:00|100439|Webcam|3|168.53
2025-03-28T02:59:00|100809|Libro|4|96.25
2025-09-02T00:20:00|100230|Borraccia|4|81.45
2025-08-21T02:34:00|100074|Cuffie|4|71.8
2025-03-23T14:13:00|100627|Monitor|4|118.82
2025-11-08T02:18:00|100244|Notebook|1|126.63
2025-05-31T17:38:00|100360|SSD|2|18.12
2025-03-22T14:53:00|NOT_A_NUMBER|Zaino|1|23.46
2025-08-27T15:39:00|100590|Webcam|2|42.1
2025-07-24T19:01:00|100149|Tastiera|3|168.25
2025-06-06T20:48:00|100313|Libro|2|108.11
2025-10-27T00:56:00|100567|Notebook|3|98.72
